PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBerta_Labels,Albert_Loss,Albert_Logits,Albert_Labels
870,32,aims for poetry,2,"tensor(2.1606, grad_fn=<NllLossBackward>)","tensor([[-0.5156, -0.0800, -0.6981, -0.1054,  0.3356]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4035, grad_fn=<NllLossBackward>)","tensor([[-0.1163, -0.0987,  0.2030, -0.0368,  0.0004]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2522, grad_fn=<NllLossBackward>)","tensor([[ 0.2265, -0.3857,  0.3821,  0.1655, -0.6048]],
       grad_fn=<AddmmBackward>)",2
871,32,aims,2,"tensor(2.2173, grad_fn=<NllLossBackward>)","tensor([[-0.5903, -0.1038, -0.7932, -0.1931,  0.3517]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4062, grad_fn=<NllLossBackward>)","tensor([[-0.1128, -0.0948,  0.1986, -0.0457, -0.0010]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3455, grad_fn=<NllLossBackward>)","tensor([[ 0.2452, -0.0645,  0.3668,  0.3118, -0.6586]],
       grad_fn=<AddmmBackward>)",2
872,32,for poetry,2,"tensor(2.0670, grad_fn=<NllLossBackward>)","tensor([[-0.5087, -0.2080, -0.6220, -0.2948,  0.4363]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4042, grad_fn=<NllLossBackward>)","tensor([[-0.1187, -0.1044,  0.1963, -0.0428, -0.0083]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2700, grad_fn=<NllLossBackward>)","tensor([[ 0.2561, -0.3139,  0.3993,  0.1975, -0.5498]],
       grad_fn=<AddmmBackward>)",2
873,32,poetry,3,"tensor(1.6815, grad_fn=<NllLossBackward>)","tensor([[-0.5713, -0.1327, -0.7171, -0.2169,  0.4651]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6479, grad_fn=<NllLossBackward>)","tensor([[-0.1123, -0.1013,  0.1949, -0.0457, -0.0044]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4597, grad_fn=<NllLossBackward>)","tensor([[ 0.1897, -0.2063,  0.6919,  0.3019, -0.8004]],
       grad_fn=<AddmmBackward>)",2
874,32,ends up sounding like satire,1,"tensor(1.4495, grad_fn=<NllLossBackward>)","tensor([[-0.5474, -0.0370, -0.7976, -0.1798,  0.2453]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6992, grad_fn=<NllLossBackward>)","tensor([[-0.1146, -0.1023,  0.1855, -0.0572, -0.0050]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0156, grad_fn=<NllLossBackward>)","tensor([[ 0.3100, -0.2814,  0.6383,  0.1058, -0.6141]],
       grad_fn=<AddmmBackward>)",2
875,32,ends up,2,"tensor(2.2134, grad_fn=<NllLossBackward>)","tensor([[-0.6166, -0.0946, -0.7668, -0.1807,  0.4054]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3994, grad_fn=<NllLossBackward>)","tensor([[-0.1287, -0.0972,  0.2048, -0.0473,  0.0063]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4410, grad_fn=<NllLossBackward>)","tensor([[ 0.0953, -0.2816,  0.1637, -0.1246,  0.0594]],
       grad_fn=<AddmmBackward>)",2
876,32,ends,2,"tensor(2.2210, grad_fn=<NllLossBackward>)","tensor([[-0.5762, -0.1452, -0.7923, -0.1713,  0.3723]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4051, grad_fn=<NllLossBackward>)","tensor([[-0.1176, -0.1008,  0.1960, -0.0466, -0.0058]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4560, grad_fn=<NllLossBackward>)","tensor([[ 0.1183, -0.2853,  0.1525, -0.1004,  0.0475]],
       grad_fn=<AddmmBackward>)",2
877,32,up,2,"tensor(2.2759, grad_fn=<NllLossBackward>)","tensor([[-0.5528, -0.0225, -0.8593, -0.1816,  0.2722]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3975, grad_fn=<NllLossBackward>)","tensor([[-0.1311, -0.1012,  0.1993, -0.0560, -0.0096]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4556, grad_fn=<NllLossBackward>)","tensor([[ 0.1195, -0.2840,  0.1533, -0.1035,  0.0491]],
       grad_fn=<AddmmBackward>)",2
878,32,sounding like satire,2,"tensor(2.3261, grad_fn=<NllLossBackward>)","tensor([[-0.5522, -0.0160, -0.9001, -0.0274,  0.2009]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4036, grad_fn=<NllLossBackward>)","tensor([[-0.1149, -0.1020,  0.1968, -0.0498, -0.0085]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1028, grad_fn=<NllLossBackward>)","tensor([[ 0.2746, -0.2715,  0.6092,  0.0915, -0.6400]],
       grad_fn=<AddmmBackward>)",2
879,32,sounding,3,"tensor(1.4011, grad_fn=<NllLossBackward>)","tensor([[-0.5496, -0.0487, -0.9341,  0.0418,  0.2374]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6457, grad_fn=<NllLossBackward>)","tensor([[-0.1193, -0.1023,  0.1927, -0.0461, -0.0066]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7066, grad_fn=<NllLossBackward>)","tensor([[ 0.1186, -0.2856,  0.1514, -0.0988,  0.0438]],
       grad_fn=<AddmmBackward>)",2
880,32,like satire,2,"tensor(2.3346, grad_fn=<NllLossBackward>)","tensor([[-0.5295, -0.0326, -0.9051, -0.0042,  0.1983]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4005, grad_fn=<NllLossBackward>)","tensor([[-0.1153, -0.0993,  0.2020, -0.0461, -0.0100]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2716, grad_fn=<NllLossBackward>)","tensor([[ 0.3992, -0.2711,  0.4138, -0.0139, -0.4419]],
       grad_fn=<AddmmBackward>)",2
881,32,satire,2,"tensor(2.1528, grad_fn=<NllLossBackward>)","tensor([[-0.4900, -0.1285, -0.7529, -0.1389,  0.2002]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4000, grad_fn=<NllLossBackward>)","tensor([[-0.1133, -0.0992,  0.2015, -0.0518, -0.0108]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4019, grad_fn=<NllLossBackward>)","tensor([[ 0.3300, -0.2800,  0.2361,  0.1327, -0.5279]],
       grad_fn=<AddmmBackward>)",0
882,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2,"tensor(1.7859, grad_fn=<NllLossBackward>)","tensor([[-0.4095, -0.1506, -0.3073, -0.2849,  0.3185]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4024, grad_fn=<NllLossBackward>)","tensor([[-0.1225, -0.1024,  0.1956, -0.0447, -0.0164]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0156, grad_fn=<NllLossBackward>)","tensor([[ 0.3759, -0.2773,  0.7479,  0.0230, -0.7288]],
       grad_fn=<AddmmBackward>)",2
883,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on",2,"tensor(1.8225, grad_fn=<NllLossBackward>)","tensor([[-0.4490, -0.1277, -0.3545, -0.3133,  0.3290]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4038, grad_fn=<NllLossBackward>)","tensor([[-0.1219, -0.1033,  0.1938, -0.0462, -0.0147]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0078, grad_fn=<NllLossBackward>)","tensor([[ 0.2902, -0.2576,  0.7391,  0.0702, -0.7748]],
       grad_fn=<AddmmBackward>)",2
884,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",3,"tensor(1.7559, grad_fn=<NllLossBackward>)","tensor([[-0.4155, -0.1054, -0.4509, -0.2964,  0.3100]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6402, grad_fn=<NllLossBackward>)","tensor([[-0.1258, -0.1042,  0.1954, -0.0430, -0.0175]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6023, grad_fn=<NllLossBackward>)","tensor([[ 0.0673, -0.2692,  0.9035,  0.1739, -0.8781]],
       grad_fn=<AddmmBackward>)",2
885,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies ,",2,"tensor(1.8265, grad_fn=<NllLossBackward>)","tensor([[-0.3873, -0.1124, -0.3795, -0.2409,  0.1886]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3994, grad_fn=<NllLossBackward>)","tensor([[-0.1251, -0.1086,  0.1989, -0.0390, -0.0168]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.8746, grad_fn=<NllLossBackward>)","tensor([[ 0.1534, -0.3008,  0.9114,  0.1302, -0.8380]],
       grad_fn=<AddmmBackward>)",2
886,33,Ice Age is the first computer-generated feature cartoon to feel like other movies,3,"tensor(1.6172, grad_fn=<NllLossBackward>)","tensor([[-0.4259, -0.0942, -0.4876, -0.1995,  0.1231]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6431, grad_fn=<NllLossBackward>)","tensor([[-0.1193, -0.1063,  0.1927, -0.0455, -0.0138]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5449, grad_fn=<NllLossBackward>)","tensor([[ 0.0111, -0.2473,  0.7830,  0.1715, -0.9234]],
       grad_fn=<AddmmBackward>)",2
887,33,Ice Age,2,"tensor(2.2257, grad_fn=<NllLossBackward>)","tensor([[-0.5940, -0.0903, -0.7935, -0.2658,  0.4076]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4085, grad_fn=<NllLossBackward>)","tensor([[-0.1145, -0.1052,  0.1916, -0.0434, -0.0075]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8310, grad_fn=<NllLossBackward>)","tensor([[ 0.2696, -0.1716, -0.1796,  0.2278, -0.0293]],
       grad_fn=<AddmmBackward>)",0
888,33,Ice,2,"tensor(2.2805, grad_fn=<NllLossBackward>)","tensor([[-0.5080, -0.0770, -0.8526, -0.0350,  0.2237]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4045, grad_fn=<NllLossBackward>)","tensor([[-0.1211, -0.1030,  0.1948, -0.0510, -0.0039]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4351, grad_fn=<NllLossBackward>)","tensor([[ 0.0867, -0.2836,  0.1663, -0.1207,  0.0479]],
       grad_fn=<AddmmBackward>)",2
889,33,Age,2,"tensor(2.2689, grad_fn=<NllLossBackward>)","tensor([[-0.5686, -0.0901, -0.8549, -0.1293,  0.2836]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4028, grad_fn=<NllLossBackward>)","tensor([[-0.1163, -0.0991,  0.1994, -0.0477, -0.0061]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4554, grad_fn=<NllLossBackward>)","tensor([[ 0.1101, -0.2856,  0.1465, -0.0998,  0.0314]],
       grad_fn=<AddmmBackward>)",2
890,33,is the first computer-generated feature cartoon to feel like other movies,3,"tensor(1.6397, grad_fn=<NllLossBackward>)","tensor([[-0.5546, -0.1314, -0.4861, -0.1855,  0.3252]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6416, grad_fn=<NllLossBackward>)","tensor([[-0.1240, -0.1053,  0.1979, -0.0429, -0.0141]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.6683, grad_fn=<NllLossBackward>)","tensor([[ 0.2719, -0.3480,  0.5449, -0.0135, -0.6881]],
       grad_fn=<AddmmBackward>)",2
891,33,the first computer-generated feature cartoon to feel like other movies,4,"tensor(1.0645, grad_fn=<NllLossBackward>)","tensor([[-0.5641, -0.0885, -0.5811, -0.2989,  0.3828]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6109, grad_fn=<NllLossBackward>)","tensor([[-0.1248, -0.1061,  0.1918, -0.0453, -0.0146]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.3476, grad_fn=<NllLossBackward>)","tensor([[ 0.0824, -0.2837,  0.4766,  0.0575, -0.7411]],
       grad_fn=<AddmmBackward>)",2
892,33,the first computer-generated feature cartoon,2,"tensor(2.1079, grad_fn=<NllLossBackward>)","tensor([[-0.5435, -0.0443, -0.6496, -0.2767,  0.3926]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4069, grad_fn=<NllLossBackward>)","tensor([[-0.1245, -0.1027,  0.1914, -0.0414, -0.0111]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2056, grad_fn=<NllLossBackward>)","tensor([[ 0.3603, -0.2189,  0.4926,  0.0734, -0.6649]],
       grad_fn=<AddmmBackward>)",2
893,33,first computer-generated feature cartoon,3,"tensor(1.8662, grad_fn=<NllLossBackward>)","tensor([[-0.5578,  0.0027, -0.7251, -0.3868,  0.5019]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6419, grad_fn=<NllLossBackward>)","tensor([[-0.1242, -0.1013,  0.1902, -0.0441, -0.0113]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5786, grad_fn=<NllLossBackward>)","tensor([[ 0.3307, -0.2024,  0.3228,  0.0800, -0.5469]],
       grad_fn=<AddmmBackward>)",0
894,33,first,2,"tensor(2.2798, grad_fn=<NllLossBackward>)","tensor([[-0.5295, -0.0538, -0.8591, -0.0682,  0.2200]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4019, grad_fn=<NllLossBackward>)","tensor([[-0.1231, -0.1004,  0.1961, -0.0523, -0.0110]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4555, grad_fn=<NllLossBackward>)","tensor([[ 0.1144, -0.2846,  0.1497, -0.0989,  0.0375]],
       grad_fn=<AddmmBackward>)",2
895,33,computer-generated feature cartoon,2,"tensor(2.0596, grad_fn=<NllLossBackward>)","tensor([[-0.5183, -0.1339, -0.5877, -0.2547,  0.4424]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4074, grad_fn=<NllLossBackward>)","tensor([[-0.1200, -0.1047,  0.1917, -0.0437, -0.0078]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3674, grad_fn=<NllLossBackward>)","tensor([[ 0.2350, -0.2287,  0.2539,  0.1392, -0.5783]],
       grad_fn=<AddmmBackward>)",2
896,33,computer-generated,2,"tensor(2.0175, grad_fn=<NllLossBackward>)","tensor([[-0.5022, -0.1701, -0.5295, -0.2668,  0.4853]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4051, grad_fn=<NllLossBackward>)","tensor([[-0.1189, -0.1063,  0.1960, -0.0409, -0.0053]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0208, grad_fn=<NllLossBackward>)","tensor([[ 0.0843, -0.2818,  0.7365,  0.3602, -0.8395]],
       grad_fn=<AddmmBackward>)",2
897,33,feature cartoon,2,"tensor(2.1122, grad_fn=<NllLossBackward>)","tensor([[-0.6484, -0.1615, -0.6735, -0.2123,  0.4205]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4051, grad_fn=<NllLossBackward>)","tensor([[-0.1151, -0.1000,  0.1953, -0.0484, -0.0099]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4374, grad_fn=<NllLossBackward>)","tensor([[ 0.2650, -0.1106,  0.2551,  0.3460, -0.6346]],
       grad_fn=<AddmmBackward>)",3
898,33,feature,2,"tensor(2.2265, grad_fn=<NllLossBackward>)","tensor([[-0.5514, -0.1082, -0.8055, -0.0975,  0.2730]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4017, grad_fn=<NllLossBackward>)","tensor([[-0.1209, -0.0988,  0.1962, -0.0561, -0.0116]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4427, grad_fn=<NllLossBackward>)","tensor([[ 0.0977, -0.2880,  0.1615, -0.1075,  0.0468]],
       grad_fn=<AddmmBackward>)",2
899,33,cartoon,2,"tensor(2.2518, grad_fn=<NllLossBackward>)","tensor([[-0.6118, -0.1170, -0.8456, -0.1416,  0.3010]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4074, grad_fn=<NllLossBackward>)","tensor([[-0.1129, -0.0991,  0.1921, -0.0491, -0.0120]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3126, grad_fn=<NllLossBackward>)","tensor([[ 0.2608, -0.1307,  0.3850,  0.2820, -0.7138]],
       grad_fn=<AddmmBackward>)",2
900,33,to feel like other movies,3,"tensor(1.5959, grad_fn=<NllLossBackward>)","tensor([[-0.5881, -0.1151, -0.6190, -0.1915,  0.2330]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6489, grad_fn=<NllLossBackward>)","tensor([[-0.1238, -0.1068,  0.1915, -0.0536, -0.0112]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7006, grad_fn=<NllLossBackward>)","tensor([[ 0.3494, -0.2215,  0.4475, -0.0232, -0.5271]],
       grad_fn=<AddmmBackward>)",2
901,33,feel like other movies,2,"tensor(2.1404, grad_fn=<NllLossBackward>)","tensor([[-0.5892, -0.1637, -0.7508, -0.1904,  0.2708]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4041, grad_fn=<NllLossBackward>)","tensor([[-0.1176, -0.1063,  0.1922, -0.0528, -0.0140]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3005, grad_fn=<NllLossBackward>)","tensor([[ 0.2739, -0.2911,  0.3359,  0.0817, -0.5282]],
       grad_fn=<AddmmBackward>)",2
902,33,feel,2,"tensor(2.1739, grad_fn=<NllLossBackward>)","tensor([[-0.5919, -0.1731, -0.7536, -0.1019,  0.3151]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4016, grad_fn=<NllLossBackward>)","tensor([[-0.1202, -0.1059,  0.1960, -0.0551, -0.0081]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4595, grad_fn=<NllLossBackward>)","tensor([[ 0.1264, -0.2835,  0.1504, -0.1001,  0.0464]],
       grad_fn=<AddmmBackward>)",2
903,33,like other movies,2,"tensor(2.2309, grad_fn=<NllLossBackward>)","tensor([[-0.5716, -0.0773, -0.8391, -0.1432,  0.2096]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4040, grad_fn=<NllLossBackward>)","tensor([[-0.1217, -0.1029,  0.1933, -0.0494, -0.0131]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2526, grad_fn=<NllLossBackward>)","tensor([[ 0.2490, -0.2408,  0.4063,  0.1214, -0.5895]],
       grad_fn=<AddmmBackward>)",2
904,33,other movies,2,"tensor(2.1417, grad_fn=<NllLossBackward>)","tensor([[-0.5448, -0.0861, -0.7391, -0.2095,  0.2467]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4054, grad_fn=<NllLossBackward>)","tensor([[-0.1212, -0.1014,  0.1942, -0.0443, -0.0096]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7978, grad_fn=<NllLossBackward>)","tensor([[ 0.4218, -0.2918, -0.1626,  0.1939, -0.2299]],
       grad_fn=<AddmmBackward>)",0
905,33,other,2,"tensor(2.3255, grad_fn=<NllLossBackward>)","tensor([[-0.5141, -0.0494, -0.9000, -0.0250,  0.2058]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4013, grad_fn=<NllLossBackward>)","tensor([[-0.1210, -0.1036,  0.1994, -0.0470, -0.0059]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4528, grad_fn=<NllLossBackward>)","tensor([[ 0.1137, -0.2867,  0.1543, -0.1038,  0.0477]],
       grad_fn=<AddmmBackward>)",2
906,33,that makes for some glacial pacing early on,2,"tensor(2.0923, grad_fn=<NllLossBackward>)","tensor([[-0.5001, -0.1280, -0.6907, -0.2888,  0.2816]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4107, grad_fn=<NllLossBackward>)","tensor([[-0.1193, -0.0985,  0.1887, -0.0465, -0.0060]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0152, grad_fn=<NllLossBackward>)","tensor([[ 0.3065, -0.2572,  0.7646,  0.1489, -0.7179]],
       grad_fn=<AddmmBackward>)",2
907,33,makes for some glacial pacing early on,1,"tensor(1.5785, grad_fn=<NllLossBackward>)","tensor([[-0.5863, -0.1525, -0.7170, -0.3049,  0.4197]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6983, grad_fn=<NllLossBackward>)","tensor([[-0.1175, -0.0983,  0.1886, -0.0454, -0.0060]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0087, grad_fn=<NllLossBackward>)","tensor([[ 0.3091, -0.2786,  0.6483,  0.0979, -0.6792]],
       grad_fn=<AddmmBackward>)",2
908,33,makes for some glacial pacing,1,"tensor(1.4768, grad_fn=<NllLossBackward>)","tensor([[-0.5155, -0.0955, -0.7755, -0.2534,  0.2129]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7024, grad_fn=<NllLossBackward>)","tensor([[-0.1172, -0.1011,  0.1913, -0.0430, -0.0027]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0783, grad_fn=<NllLossBackward>)","tensor([[ 0.5406, -0.3694,  0.3834,  0.0023, -0.4380]],
       grad_fn=<AddmmBackward>)",0
909,33,makes,2,"tensor(2.3047, grad_fn=<NllLossBackward>)","tensor([[-0.5929, -0.0963, -0.8851, -0.0354,  0.2597]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4037, grad_fn=<NllLossBackward>)","tensor([[-0.1197, -0.1033,  0.1965, -0.0486, -0.0049]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4555, grad_fn=<NllLossBackward>)","tensor([[ 0.1217, -0.2846,  0.1539, -0.1008,  0.0462]],
       grad_fn=<AddmmBackward>)",2
910,33,for some glacial pacing,2,"tensor(2.1908, grad_fn=<NllLossBackward>)","tensor([[-0.5240, -0.0516, -0.7736, -0.1114,  0.2051]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4064, grad_fn=<NllLossBackward>)","tensor([[-0.1191, -0.1046,  0.1940, -0.0429, -0.0059]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2566, grad_fn=<NllLossBackward>)","tensor([[ 0.4115, -0.3134,  0.4180, -0.0311, -0.4969]],
       grad_fn=<AddmmBackward>)",2
911,33,some glacial pacing,2,"tensor(2.0319, grad_fn=<NllLossBackward>)","tensor([[-0.4974, -0.0543, -0.6098, -0.2504,  0.2378]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4014, grad_fn=<NllLossBackward>)","tensor([[-0.1241, -0.1036,  0.2007, -0.0424, -0.0023]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0954, grad_fn=<NllLossBackward>)","tensor([[ 0.3663, -0.3046,  0.6193, -0.0091, -0.6412]],
       grad_fn=<AddmmBackward>)",2
912,33,glacial pacing,2,"tensor(2.1415, grad_fn=<NllLossBackward>)","tensor([[-0.4819, -0.0829, -0.7238, -0.1714,  0.2329]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4056, grad_fn=<NllLossBackward>)","tensor([[-0.1183, -0.1028,  0.1973, -0.0381, -0.0039]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.2742, grad_fn=<NllLossBackward>)","tensor([[ 0.2641, -0.3069,  0.3443,  0.0203, -0.5523]],
       grad_fn=<AddmmBackward>)",2
913,33,glacial,2,"tensor(2.2503, grad_fn=<NllLossBackward>)","tensor([[-0.5391, -0.0886, -0.8434, -0.1318,  0.2453]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4072, grad_fn=<NllLossBackward>)","tensor([[-0.1135, -0.1091,  0.1931, -0.0405, -0.0082]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8122, grad_fn=<NllLossBackward>)","tensor([[ 0.5384, -0.4292, -0.2151, -0.1528, -0.0944]],
       grad_fn=<AddmmBackward>)",0
914,33,pacing,2,"tensor(2.0020, grad_fn=<NllLossBackward>)","tensor([[-0.5320, -0.1869, -0.5481, -0.1312,  0.3420]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4103, grad_fn=<NllLossBackward>)","tensor([[-0.1101, -0.0924,  0.1929, -0.0494, -0.0029]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4538, grad_fn=<NllLossBackward>)","tensor([[ 0.1099, -0.2880,  0.1516, -0.0993,  0.0440]],
       grad_fn=<AddmmBackward>)",2
915,33,early on,2,"tensor(2.2280, grad_fn=<NllLossBackward>)","tensor([[-0.5772, -0.0518, -0.7949, -0.1811,  0.3328]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4046, grad_fn=<NllLossBackward>)","tensor([[-0.1133, -0.1035,  0.1967, -0.0486, -0.0050]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0051, grad_fn=<NllLossBackward>)","tensor([[ 0.1456, -0.2964,  0.7792,  0.3340, -0.7366]],
       grad_fn=<AddmmBackward>)",2
916,33,early,2,"tensor(2.2547, grad_fn=<NllLossBackward>)","tensor([[-0.5532, -0.0832, -0.8273, -0.1100,  0.2923]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4046, grad_fn=<NllLossBackward>)","tensor([[-0.1199, -0.1016,  0.1939, -0.0511, -0.0094]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4518, grad_fn=<NllLossBackward>)","tensor([[ 0.1096, -0.2865,  0.1534, -0.1014,  0.0420]],
       grad_fn=<AddmmBackward>)",2
917,34,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",2,"tensor(1.8932, grad_fn=<NllLossBackward>)","tensor([[-0.3954, -0.2270, -0.4316, -0.2831,  0.3643]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4007, grad_fn=<NllLossBackward>)","tensor([[-0.1192, -0.0926,  0.2029, -0.0418, -0.0124]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9556, grad_fn=<NllLossBackward>)","tensor([[ 0.2791, -0.1802,  0.8771,  0.2283, -0.8359]],
       grad_fn=<AddmmBackward>)",2
918,34,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash",1,"tensor(1.6558, grad_fn=<NllLossBackward>)","tensor([[-0.4119, -0.1863, -0.3997, -0.2614,  0.3468]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6975, grad_fn=<NllLossBackward>)","tensor([[-0.1170, -0.0943,  0.2000, -0.0426, -0.0105]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0108, grad_fn=<NllLossBackward>)","tensor([[ 0.2970, -0.1961,  0.8224,  0.2267, -0.8185]],
       grad_fn=<AddmmBackward>)",2
919,34,"There 's very little sense to what 's going on here , but",1,"tensor(1.6919, grad_fn=<NllLossBackward>)","tensor([[-0.5004, -0.2726, -0.5689, -0.3211,  0.3887]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7033, grad_fn=<NllLossBackward>)","tensor([[-0.1171, -0.0999,  0.2019, -0.0379, -0.0109]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0056, grad_fn=<NllLossBackward>)","tensor([[ 0.4061, -0.2731,  0.5185,  0.0651, -0.4373]],
       grad_fn=<AddmmBackward>)",2
920,34,"There 's very little sense to what 's going on here ,",0,"tensor(1.9294, grad_fn=<NllLossBackward>)","tensor([[-0.5176, -0.2868, -0.5131, -0.2776,  0.3368]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7223, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.1040,  0.2069, -0.0373, -0.0122]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7254, grad_fn=<NllLossBackward>)","tensor([[ 0.1886, -0.1190,  1.0471,  0.3160, -0.7672]],
       grad_fn=<AddmmBackward>)",2
