Score,Summary
4,Great price on a Great product
2,"good soup, too many dents"
4,Healthy and Delicious
2,"Its not as GREAT as the resturant version, but its still good"
0,"Not Creamy, But Signature"
4,Delicious!
4,Best soup ever.
0,wonderful soup BUT....
3,"Tastes good, but not real healthy"
4,Highly addictive
4,Yummy
3,great price!
4,Love Annie's
0,So so
3,Great Mac & Cheese!
4,Great Quality
4,THIS IS THE BEST MAC AND CHEESE
2,"All natural, but bland"
4,Yummy!
4,No more fluorescent orange macaroni & cheese!
3,great natural alternative
4,Creamy and  Delicious
1,It may be good if I could get the lumps out
1,Organic is great but...
3,Good quality - not 'getting' whatever flavor difference...
4,Best (and easiest) Bread Ever!
4,Wonderful bread
4,"Great product, great service!"
0,Terrible!
0,bread
4,HAPPY Healthy Dog's
4,Love this food!
4,Best value in grain free dog food!
4,Good for dogs that are food intolerant
4,"Solid puppy poo, happy little man!"
4,High Quality that shows
4,Healthier Dogs because of Earthborn!
4,Love this dog food
4,Great food for those we love
0,Not good
3,Yummy!
1,"Sugar, lots. Maple, not so much"
4,THE DRINK OF CHOICE FROM HELL
4,So refreshing and tasty
4,Could not be happier!
3,Little Venus Fly Trap
0,Item arrived damaged
4,"Chomping vegetables, Batman"
2,Good Service
0,venus flytrap
4,No issues = happy customer
3,educational plant
0,Not packaged for shipment
0,DOA
4,Dont get discouraged!
3,a little twisted
2,Pretty nice plant!!!
4,Great Starter plant
0,It died three days after receiving it.
3,great
0,Venus Flytrap
0,dissapointment
4,"healthy, interesting plant"
4,Good plant
0,Dead on Arrival
0,The worst purchase I ever made from Amazon
0,Small
4,My family loves it
4,Love my plant
4,It's a winner
4,Fly Trap
1,Not so great...Bummer.
2,"Shipped alive, then I killed it"
4,FLY EATER
2,JV
1,brown and small
3,Plant was in excellent condition upon arrival
3,Same as those available in stores.
4,FUN! FUN! FUN!
4,My 7-Year-Old is Pleased!
3,A Great Plant
3,It was alive on arrival...barely
4,awesome plant
4,9GreenBox takes care of their customers
0,Venus Flytrap plant died
0,Bad!!!
0,lived 3 days
3,Good quality plant
2,I killed the plant
4,Best White Polenta
4,Peanut Butter Mixed With Clouds
2,What a scam!
2,Disappointing Filled Bones!
4,Love it--and allergen free
4,"As good as you can get in a can, awesome flavor"
4,As good as homemade
2,Just like I remebered!
4,MMM!
4,Highly recommended cat food
4,Bang!
4,Ovine Body Juice Saved Christmas
0,Never Received Goat Milk
4,Is A ok fine
2,"Some cans tastes good, others horrid"
4,Meyenberg Powdered Goat Milk -- Good for Puppies
4,My toddler drinks it
4,Goats milk
4,Great Alternate for Baby Formula!!
4,So Far - Great for Colic!
4,The most convienent way to store and drink goats milk
4,My daughter loves this milk!
4,Great Cow's Milk Alternative & Easy to Use
4,Great product!
0,HORRIBLE!
4,Excellent alternate infant formula
2,An adequate product
4,Excellent replacement for Cow Milk
0,Blech!!!
3,Nice Alternative to cows' milk
1,Unusual black specks in milk
4,Fantastic Baby Formula
3,use it all the time
4,Great infant formula!
3,"Easy to mix, good for lactose intolerant toddlers"
4,Great for toddler with cow and soy milk intolerance.
3,"Good, but clumpy"
4,I wont give my baby anything else!
4,pleases my baby!!!
4,Answer to my lil munchkins severe allergy
3,great product
4,great stuff!
3,Good to mix with soy milk for my kids
4,Great alternative to cow's milk for toddlers
3,Go for the Goat!
4,It's Goat-tastic
2,goatmilkdrinker
4,Meyenberg Powdered Goat Milk - Yum!
4,AMAZING!!!
4,Best thing that ever happened to my baby! :)
4,Wonderful Product
4,Love Goats Milk
4,Excellent for babies who are allergic to dairy. And WAY better than the toxic formulas.
4,Great Product for the Price
4,very good
4,Great price
4,Powdered Goat's Milk is easy to use!
1,"I love goat milk, but too bad...."
4,Es muy buena para bebes con problemas de alergias alimenticias
4,This is a lifesaver for me and my little
4,my favorite
4,Awesome!
4,The BEST!!!!
4,"Great Product, Great Price!"
4,Great item!!
3,good.......
2,Not 4 Infants
4,The best milk for my baby
4,Goat milk
4,Supplement infant feeding
4,Simply awesom amazon carries this
4,Wonderful for orphan foal with digestive problems
4,great if you travel and need milk
4,Wonderful formula!
4,a godsend for infants!!
4,Worked great for us
4,Not so goaty- which is Good!
4,Love Goat Milk!
4,CJ gives it two thumbs up!
4,good goat milk!
4,Great Product
4,meyenberg powdered goat milk
4,Excellent product!!
4,Great real milk alternative!
4,love it - u could chase me w/cow's milk though!
4,GoAt Nutrition
4,toddler - milk substitute
4,Love it!
4,Great product and timely delivery
4,Great Dog Food Additive
4,Just as described!
4,Great Alternative
4,"shipped fast, great quality!"
4,Goat Milk
4,Yummy Goat's Milk
4,All that and less $ than our local store
4,Life Altering Milk
2,a little sour but great for baking with
4,great product!
1,"Tastes good, but not allergy-free."
2,Dry mixed with evaporated? Why and how much?
3,Lacks modern chemicals
0,NO MORE MEYENBERG!
3,Yummy Cheesecake Dessert
4,Very Very Good!
4,Love this stuff!
4,Yummy at your convience!
2,Jell-o No Bake Cheesecake
0,$136 for 12 boxes?
2,It's alright.
4,chrysanthemum tea taste great with lemons and Apriva
4,Like little glistening rubies...
4,Outstanding Flavor - Highly Recommended
4,"Great ""On the Go"" snack!"
2,"IF YOU HAVE A PEANUT ALLERGY, BEWARE"
4,One Word. Delicious.
4,Pretzel - snack attack form
4,Snyder's of Hanover Pretzels
4,Great price and yummy!
4,"100 calorie pretzels, yummy"
4,Too healthy for most people in my office
4,Are you serious?
4,A darn good pretzel
4,A longtime favorite coffee in our home!
4,Fantastic deal!
3,Good To The Very Last Drop
4,Good Deal
4,hey they're oreos...
4,Yay!
3,Not exactly what I thought I was getting.
4,My New Favorite Cheese
4,mary lou
4,GREAT PRODUCT IN PERFECT SIZE CAN!
4,"Great packaging, great taste!"
4,great for diabetic husband
4,Great
1,disappointed
3,its V8!
4,i like it
3,Great Substitute!
4,Meaty texture
3,Very good substitute for ground meat
4,Meat Eater Likes This Hamburger Mix
4,Best Veggie burger mix I have tried!
3,Harmony Valley Vegetarian Mix
4,Delicious Meat Substitute
4,Very Tasty!
4,IT's the BEST
1,"Mixed review: convenient, okay taste, bad stomach problems"
4,Yummy!
4,Make this your #1 product for Meatless Mondays !
3,Great product but a little salty!
3,Helps with Fat Smash Diet
4,heart healthy tea
4,Great for Blood Pressure
4,Hisbiscus Tea and Blood Pressure
4,NICE FRUITY FLAVOR!
1,didn't like its taste
4,nice flavor without sugar
0,Don't like the taste
4,Tea
4,Celebration herbals-Hibiscus Tea
2,Celebration's Hibiscus tea
4,super tasty
4,Yummy tea!!
4,Love this tea
3,Great as iced tea.
4,Excellent tea!
4,Great
0,YUCK!!
0,Tasteless
2,Strange...
0,Awful taste! Don't buy it!!
4,Great boost!
4,Possibly The Best Energy Drink Out There!
4,great taste
1,POOR DESCRIPTION
4,Curry Ket.
4,Fantastic
4,Perfect
4,This is their best bar by far
0,NOT What I Ordered
4,The Best in Soup
4,The best!!
0,Bland and disappointing..
0,Disappointed
4,Yummy!
4,Very Yummy Chicken and Rice!
2,OK for storm food
4,Awesome Wild Rice
0,"Product is fine, but the price is more than at the grocery store!"
4,Really great taste! Price should be less though.
4,YUMMY
3,Love Wolfgang Puck soups
4,Wolfgang  Puck Organic Chicken with White & Wild Rice Soup
1,Ick
3,More chicken please!
4,Tasty (but greasy) chicken soup
0,"""The worst thing I've ever tasted"""
4,wrapped securely and fresh!
0,Shop around.
0,rip off
4,Kinetic Kraziness!
4,Premium Dog Food
4,"Natural, Grain Free and my Dogs love it"
4,Top 10 Super Food
4,great
4,Hershey's kisses
4,YUMMY!
4,Perfect chip for salsa and guacamole!!
4,"LOVE, Love, Love!"
4,Excellent chips
4,Best Chips Ever
4,Great Shape for Dipping!
4,Favorite cheese made in the USA
4,Convenient and good
4,Love it!
4,"My Husband is Italian, but I cheat on him with Greek Olive Oil"
1,Good for cooking
0,Waste of money
4,Quality Olive Oil at it's best
4,Best Rawhides Available Anywhere!
4,great for one year olds
4,I love it and I am 28!
4,Love it
4,baby food Nestle`
3,Great Product
4,Great deal
4,"""Elegant & English"" Honey & Almond All-Butter Biscuits"
4,My greyhounds love it!
4,Fresh as it gets!
4,Very nice.
4,Amazing!
4,"had a bit of a mix up, but service was superb"
1,"Nice tree, but where's the rest?"
4,Tasty
4,The Best Noodles For Vegetarians?
4,Best instant noodle cup
4,The real deal (ALMOST)
2,Country Bacon
4,I love this Ghirardelli Mint Dark Chocolate. Perfect for after dinner or as a dessert
2,Too Sweet
4,Chocolate Mint
4,Chocolate heaven
4,Best non-whey non-soy alternative
4,Egg Protein Review
4,Great product
4,best to digest
4,Superb when you can't take whey or even when you can
3,a tip for improving consistency
4,This is a great alternative to whey
3,tasty...but too sweet
4,Great value for egg protein
4,"Low calorie, high protein, great taste"
2,It's good once you doctor it up a little bit!
0,What's in this stuff?
4,The Best Protein Out There
3,"Very good nutritionally, but expensive and clumpy"
0,A Protein Powder to make you Gag.
3,Great Product
4,Best Natural Protein
4,"TASTE ACTUALLY GOOD LOL, IM SHCOKED"
4,Eggcellent Product!
4,Its good!
2,SEEMS TO CONTAIN SOY?
4,excellent product
2,Egg Protein
1,Horrible taste!!
1,Not the best
0,not good
4,Check out Grandpa Po's Products
4,Slightly Spicy are Slightly Addicting
4,Everything I expected
4,Beautiful Habanero Powder!
4,full of flavor
4,Sweet pain
4,Better than expected
4,SERIOUS WARNINGS! (but I LOVE  the product!)
4,Great Buy
4,Andrew Weil recommends a little hot spice to help stimulate blood flow
4,"Great Quality, Absolutely Delicious, and Extermely Hot"
4,Kick a$$ habanero pepper powder
4,Simply amazing...
4,Terrific Decaf Tea
4,I love my tea
4,Nescafe Mountain blend coffee availability
3,Delicious addictive treat
3,Pleasantly surprised!
0,I do not think original one..
3,Will know more when I actually use it first.
3,Great Tree
4,Premium made in the USA treats for dogs & cats!
3,"Cat loves it, but..."
2,"Small, but good.  Poor packaging."
1,A  Disappointment
4,dogs love it
4,A great discovery!
4,Great pastry buy !!!!!
3,Patty Shells
4,Convenient and Tasty
4,The BEST
4,"A smooth, well-balanced cup of coffee"
4,Take a sharp object to defend your self
3,Great fast way to get good coffee
4,Amazing instant coffee
3,the best instant coffee I've found
4,Best Instant Coffee on the Market
3,Best instant coffee I ever tasted
4,VIA Columbian
4,Good coffee
4,Not bad!
4,The best instant coffee you'll ever find
3,Best Instant I've ever tasted but nevertheless it is still instant. Check Best by date.
4,This tastes great!
3,Great (compared to other instant coffees)
3,pricey but good
3,Instant coffee without the instant taste
4,Delightful coffee
4,Perfection as always!!
3,Quite a good cup of instant coffee
4,Great quick cup of coffee
4,Best instant coffee anywhere!
3,"Slow Start, Warm Finish"
4,Real Coffee
4,GREAT COFFEE
3,"Best instant coffee, no doubt"
4,"Starbucks instant coffee, what a surprise!!! Great!!!"
3,"In a pinch, Via is a portable and affordable cup of Joe"
1,Expected better!
2,instant coffee
4,"More,More,More"
4,Good eatin'
4,Very tasty breakfast!
4,Yummers
4,Fanastic
3,Oatmeal makes for winter warmth
4,An oatmeal explosion of goodness
4,Quaker Instant Oatmeal Bakery Favorites
0,Sorry excuse for oatmeal
4,Great Sauce
4,when can I get beaufort in the U.S!
4,Wonderful coffee!
0,You get what you pay for
4,Koma works and tastes great!!!
3,Definitely delivers on relaxation
4,Koma is delicious
4,Amazing drink!! Solved my problem.
4,Not what I expected
4,Great product
4,I love Koma
4,Awesome
4,Good taste and relaxing
4,Going into a Koma coma
4,"""This Tea should get the Nobel Peace Prize"""
4,"such a special gem, this one!"
3,"After at least a year drinking this tea, some thoughts."
3,"Good tea, very gingery"
4,Tea
3,it is a good product
3,Good tea wish it came in loose tea too.
3,good tea
4,Nice Product
3,Great herbal tea
0,Wrong Product wrong Name
2,Bought at my local supermarket
0,The worst 'tea' I have ever tried.
4,"Since I got the marinated morsals, that is all my cat will eat"
2,Great nutrition...
4,wine country gal
3,Must mix it with fruit or other tasty baby food
4,"Like this texture, and tastes good"
4,My son at 21 months STILL loves this one
1,healthy but my baby wouldnt eat it
1,Weird texture
3,GOOD
3,Very Good and Relatively Inexpensive
3,OK; But Not As Good As Other
0,Bad product
4,Best chestnuts ever
4,If you love licorice....
4,Go for it!
4,A Crisp way to eat butterfinger
4,Love these
4,Healthy Treat
4,Butlers NutriSentials Lean Treats for Large Dogs 10oz. 8 Pack
4,Dog treats
4,Great cat treat that is also good for them
3,Pupstar
4,"Great,Healthy Cat Treats"
4,untitled
2,Okay
2,Not meant for my cat's whiskers
4,"vet recommended and we agree, natural is the best...."
4,My cat loves these
4,Best Treats Out There!
4,LOL My cat attacks me for these!
2,"Healthy, but not really tasty"
4,This is the one for Heidi
2,Sometimes my cat eats them...sometimes he doesnt
3,Great soft little treats for your finicky feline
4,Great for ferrets too!
4,My cat loves 'em!
4,14 week old Scottish Fold kitten loves these
4,real jerky!
2,my kitties didn't care for them
3,"The food is great, but the bag sucks"
4,My dog loves these bones.
3,Ok product but bleeds color
0,"Expensive, Messy and Quick"
1,Not very busy...
3,Almost 5 stars
3,German Shepherd sized treat lasts about an hour
4,Busy Bones
4,Doggie gone wild......
4,Purina Busy Bone Dog Treat-My Pets' Favorite
0,Purina Busy Bone - A Lethal Product for your Dog
4,Great Buy BUT
2,Damaged spoiled formula!
1,Poor quality beans
4,Excellent seasoning
4,Best ever
4,Excellent Flavor
4,Love it!
4,Great Seasoning
4,Great Mongolian Beef Mix
3,Very Good Mongolian Beef
4,Taste is Authentic
4,Instruction Translation problem solvers
0,READ BEFORE BUYING
1,Language Barrier
4,Keeps the pups healthy
4,My dog is so Healthy
4,Eukanuba
4,YUMMY
4,Tortillas scarce as honest politicians
4,Delicious
4,Real Tea
4,My favorite tea
2,Very weak tea
4,Love this tea
4,Very Tasty
4,"Well shipped, loved by all"
4,Excellent in every way!
4,Chocolate Heaven
4,"these little lentils taste terrific, are USDA organic"
4,My dog loves these!
4,great product
4,ColCafe Greaatt Coffee
4,"The best cherry soda, ever!"
4,BEST BLUEBERRIES
4,Really good
4,yummy for the tummy
4,Longest Lasting Gum on the market
3,Zesty spearmint and lemon are modulated by green tea into a substantial potion!
4,My favorite tea
4,Delicious tea!
4,Daily Calming
4,Addicted!!!!
4,Good orange flavor
4,Aluminum free baking soda
4,Aluminum free baking soda
4,"IC sufferer's ""rescue"""
4,Aluminum Free Baking Soda
1,They're all aluminum free.
4,fyi: NO Baking Sodas contain aluminum
4,Baking Soda
0,All Baking Soda is Aluminum Free
3,Reliable Product
3,Seems to be helping my psoriasis
4,Five star
4,It's Baking Soda
4,Love Bob's Red Mill Products
4,"fast shipping, great price."
0,NEWSFLASH
4,Aluminum Free versus Natural Bob's Red Mill Baking Soda
4,Peace of mind!
2,the item is great  shipping was not
2,"Great product, wished they sold it in local supermarkets"
0,disapointed
4,Real salt
2,Just o.k.
4,Great Coffee
4,Like a glass of a great wine.
0,Very Disappointed
4,Great for espresso
1,Good Flavor but dry beans
4,The best I bought on Amazon so far.
0,Truly AWFUL!
2,Too dark
2,Kind of bland
4,Great cup o Jo!
4,Good price for a good coffee
4,Beautiful Coffee
3,Torn between four & five stars
1,Royal Canin--Not the crown jewels of dog food
4,Great tasting tea.
4,Relaxing and Delicious
2,"Good value, but not a great taste."
3,Good flavor
4,Ridiculously Expensive!!
3,Great packaging.  Decent price.  OK expiration date.
1,"Horizon Organic Plain Organic Milk, 8-Ounce Aseptic Cartons (Pack of 18)"
4,Horizon aspetic plain organic milk cartons
4,Great on the go milk
2,"Ok, but expensive"
4,blue zots
4,EXCELLENT Herbal Tea!
0,For licorice lovers only
4,If you like cinnamon!
4,This tea shouldn't be so hard to find!
4,Gotta love this tea
0,Very disappointing
4,Tasteful Tazo Tea
4,Super Delicious
4,Sweet tea
1,"Despite the reviews here, I think most people would agree with me."
4,Pigs ear slices
4,"delicious canned pink salmon ,no salt is good for health"
0,2nd ORDER went awry
0,no smell extract
4,Great Deal
4,Amazing stuff!
4,Yummy
4,Two Favorite Food Groups
4,Good Energy
4,Crack for Kitties
4,Catfood
3,Very good snack
3,Tastes more like a green than an oolong
4,Perfect for so many things
4,Silken tofu
4,Great product at a great price!
4,Good!
4,Great product!
3,nice tofu
4,CAN'T LIVE WITHOUT TOFU...
4,Mori-Nu Silken Tofu
4,Great tofu
4,Just what I wanted
2,Mini is not mini
4,Hands-Down Favorite Treats
4,exactly what i ordered
4,my puppy loves this treat
0,NO RESPONSE!!!
4,Excellent Gift Set of Fine Green Tea
0,"Caused my normally ""iron"" kitty to vomit :("
0,Both cats threw up for a long time
0,This stuff is cat poison
0,Temptations Vomiting
0,Causes Vomitting!
0,Causes Vomiting!!!!
0,Not safe for kittens!
0,Throw up Treats
0,Makes Some Cats Vomit
4,Cats love them and they are healthy!
0,Vomiting Kitty
4,Worked perfectly for weeks so far
4,Helped my Cat
4,My Cats LOVE Them!!
4,Bobby lives for these treats
4,The ONLY product that helps my cat with hairballs
3,"Nice treat, make sure they CHEW them!"
4,These are Fabulous!
3,My Cats Love It!
0,Sick Cats
0,Cat lethargic and sick for two days
0,Health hazard for cats
4,"Good product, good service"
4,Great treats!
4,My cat is addicted!!!!!  lol
0,Sugar Water?
3,Great Vidalia Onion Dressing
4,Fabulous salad dressing
4,Great taste
4,Absolutely delicious!!
4,LOVE THIS SAUCE!
4,Great Salad Dressing
4,The best in the West
4,My favorite salad dressing
4,"All I can say is, ""Yum!"""
4,Excellent As BBQ Kebob Marinade
4,Great for Pasta Salad
4,vidalia onion
4,Tasty!
4,Vidalia Onion Vinigrette
4,Back to Nature Harvest Whole Wheats
4,Better than the competition!
3,"Good but too salty for a ""healthy"" cracker"
4,highly recommended
0,Price nearly doubled in less than 2 months?
4,Delicious and salty
4,Good crackers
4,Back to Nature Harvest Whole Wheats Crackers
4,These are so tasty!
4,"Bit salty, but otherwise excellent."
3,Very crunchy and tasty but not organic
4,Tasty no soy cracker
4,Better than Triscuits :)
0,tocopherol is often from soy
2,WAY TWO  SWEET
4,Excellent!
2,Top is loose and doesn't poor freely
4,"Good quality Pet food, PETA APPROVED!"
4,16 cats love it...
4,Nice to find product thats safe
2,"Good value, cats don't like it"
4,So meaty-So good-So nutritious
4,NOTHING BUT THE BEST 4 MY CATS
4,cats love it
4,"Cats seem to like this food, nice to have it delivered!"
4,Great quality food and my cats LOVE it.
4,"Highest quality, delicious food for your cats!"
3,kittens will eat it as a last resort
0,Cat Loved it.. BUT....Their hair started to fall out.
4,5 cats - all love it! Great food for a good value.
4,as long as he likes it...
3,"It's cat food, they eat it, seems pretty healthy"
4,"The cat likes it, I haven't tried it"
4,So far she loves it! But....
4,Not Tested on Animals
1,It would be nice it they ate it
4,great quality
0,What happened to the price??
4,Absolutely delicious coffee!
4,YUMMY
3,Good Stuff
4,Delivers what was promises
2,"My mom said this was not as flavorful as other ""Extra Bolds"""
1,"Weak, even on small cup setting"
1,Really Disappointed
4,Drink The Spirit of Aloha!
0,"Great taste, lousy cup"
1,"If you want a flavored coffee, okay... but otherwise YUK"
4,A favorite at the office
4,Island Escape!
3,Just Right and you will love it!
3,"Good coffee, but lets clear up the flavors?"
2,Not the best
4,Very Smooth Not Acidic
2,Too Mild for Me
4,A must have on my carousel!
2,Wolfgang Puck Columbian
4,Delectable!
2,A strong yet bitter brew
4,Definitely a good breakfast indeed!
2,Decent
3,Milder than expected
4,Breakfast in Bed Coffee K-Cups
3,Enjoyable cup of coffee
4,Smooth and light breakfast coffee
4,Wonderful coffee!
4,IT IS NOT DECAF PEOPLE!!!
0,FLAVORED COFFEE??
0,misleading
0,Non-Flavored coffee drinkers beware!
0,Heavily Flavored - Not For Us
0,"Not Jamaican at all, just another sweet, flavored coffee!"
1,Great name but I didn't care for it
2,"Good, but not my favorite"
1,These K Cups Have ISSUES - Coffee Not Bad
4,Rodeo Drive is Crazy Good Coffee!
3,"Good, but not Wolfgang Puck good"
3,Good Coffee from Amazon.com
1,Tasteless and watery
4,Wonderful K-cups
4,My favorite of the WP K cups.
0,Bad Cups
2,Somewhat disappointing
4,Wolfgang Puck K-cup decaf
1,Bitter taste
4,Wonderful coffee
4,Our favorite k-cup yet
4,My favorite!
4,Great Flavor & Coffee
0,Beware!  Flavored Coffee...
0,so disappointing
4,Yummy Coffee
4,The BEST coffee EVER!!!
1,poorly sealed
2,Decent flavor
1,Tastes like i didn't change the kcup from the last cup
1,K cups disfigured and unusable
4,Wolfgand Puck's Breakfast in Bed Coffee
4,Second favorite
4,"""Breakfast in Bed"" - Great, smooth, medium roast coffee. Confirmed: this is not decaf."
4,Hawaiian Hazelnut Always Out of Stock
2,"Good taste, but seals are loose so they're busting open while brewing"
4,yummy
2,This coffee is DECAF! Just so yah know does not say on page.
3,good vanilla coffee
4,Wolfgang Puck Hawaiian Hazelnut K-Cup Coffee
4,The Sorrento is soothingly smooth good blend!  No after taste!
3,Close to expiration date.
3,Best so far
4,Makes a great cup of coffee
4,Breakfast in bed!
4,excellent taste
4,Best Coffee EvER!!!!
3,Good coffee for strong coffee lovers!
3,"Good, if you like flavored coffee"
4,Woflgang Puck Favorite !!
3,"Great, considering I usually prefer a light/medium roast"
4,MMMMM
4,Wonderful coffee!!
4,Best High-quality K cup
3,Smells amazing!
4,Wolfgang puck coffee vanilla francaise
4,Breakfast in Bed is a treat
4,Love it!
4,Amazing!
4,Wolfgang Puck Breakfast in Bed coffee
4,Bold Great Taste!
4,Great blend to get the day started =)
1,A Loyal Wolfgang Puck Customer
0,Hated it!
2,Good but not perfect
4,wolfgang puck k cup breakfast in bed
4,Smooth coffee taste
4,Delicious Colombian coffee!
3,This is very good!
4,A great cup of coffee
3,thanks!!!
4,Best coffee
4,YUM!
3,"Bold, but Not Teeth Jarring Bold. Nice Flavor and a Nice Cup of Coffee."
4,Solid Medium Roast Coffee with Just a Hint of Bold. Good Flavor. Not Acidic.
3,Another great dark K-cup coffee
2,"Not Outstanding. Light to Medium Roast. Smooth, Not Acidic."
1,This coffee is now DECAFF!
3,Great Cuppa...except
4,our favorite
4,"Outstanding, Bold, Lively Sumatran. best of the K-cups"
3,"A very nice, smooth, Americano style coffee"
4,My favorite k cup
4,BEST COFFEE EVER
4,Coffee Makes Me a Crazy
4,Awesome Coffee
4,My Favorite K-Cup so far!
0,Not good at all!!!!!!!!!!!!!
3,Good Coffee - Great Price
4,YUMMO!  I am a coffee purist
4,Great Coffee
4,Great Coffee!
4,Outstanding!
3,coconut in the morning?
2,Sorry Wolfgang!
2,Just okay
4,Perfect every day coffee.
2,"Too much caramel cream, not enough coffee"
4,"Great Coffee, Great Price"
4,great taste
4,Ahhhh...
3,Pretty good coffee
4,Tastes great
4,Crazy indeed
4,Great Taste and Reasonably Priced
4,Yum Yum
4,Can Wolfgang make a bad k-cup?
4,WOLGANG PUCK FRENCH ROAST
4,Nice French roast
3,Wolfgang's Hazlenut
2,I wouldn't call it bold
4,Wonderful tasting coffee
4,LOVE this!
4,One of my top favorites.
4,Good tasting Coffee
4,Great Coffee !
4,Nice flavorful and full-bodied.
3,Good Columbian
4,Breakfast in Bed review
4,Wolfgang knows how to brew it!
4,The best Hazelnut out there!
4,Great blend of flavor.
3,"Only a 'HINT"" of vanilla"
4,Great flavor
4,great coffee
3,The Best
4,Yum!!
4,I would order again!
4,Makes you feel like you are having breakfast in bed.
4,My favorite hazelnut k-cup!
3,An EXCELLENT hazelnut choice for your Keurig brewer...
1,Where's the caramel creme?
4,Best darn coffee :)
2,Good morning coffee
3,Tasty but defective cups.
2,Sweet Coconut Flavor with A Mild Aftertaste.  Mild to Medium Blend.
4,It's Wolf!
3,"Good, not Great"
4,Best Vanilla  K-Cup Coffee Ever!
4,Delicious!!
4,Wolfgang Puck Breakfast in Bed
4,This is the best
4,My personal favorite K-Kup.
4,Delicious!!
3,good coffee
3,So close to Island Coconut K Cups
4,Favorite!
4,"Wolfgan Puck Coffee,Breakfast in Bed K-cups"
4,One of the Best Mild K-cups Made
4,This coffee is very good.
1,Disappointed
4,Love it!
4,Superb coffee
2,A bit disappointed
3,Surprisingly delicious
4,Best Coffee ever
4,Excellent Good Tasting Coffee
4,Awesome Flavor
4,great coffee!!
2,Good but not a premium coffee
2,Good coffee bad packaging
4,LOVE IT!
3,Good flavor & strength
4,I really like this one!
4,Love this creamy coffee
4,Tasty
2,"Not my favorite, but it came in second"
4,Delicious
4,Good coffee
1,...
2,Wolfgang Puck Dark Roast
1,Very weak
4,My favorite hazelnut coffee
3,"Smells good, tastes good!"
4,Jamica Me Crazy.....So Good!
4,My favorite K-Cup yet!
4,First but not last time to buy this one!!
4,Yum-o
3,On sale
3,Best Coffee
3,Jamaica Me Crazy is our favorite K-Cup so far
4,"IMO, perfect."
4,"Excellent smooth, light coffee.  Good anytime."
2,Good taste but secretly  DECAF
2,1 down 47 to go
4,Wolfgand Puck Rodeo Drive K-cup
4,Delicious
3,Not as good
3,I would buy it again
4,Smooth & Delish
4,"Mmm, mm, great coffee aroma!"
4,"Yum!  Rich, strong, and not bitter."
4,Yummy hazelnut
1,Coffee
4,great
4,Wolfgang Puck Hawaiian Hazelnut
4,Best flavor available!
4,Favorite Of The Keurig Coffee K-cups
2,coffee lover
3,Works for me.
4,You don't have to look any further
4,"Should be titled ""best flavored coffee ever!"""
3,my very fav k cup coffee!
4,Perfect blend
4,Excellent Brew
2,Pretty Good
4,Jamaica Me Crazy Coffee
0,"I don't enjoy this ""coffee"""
0,If there were no other coffee in the house
0,caramel
2,Unremarkable
2,Unremarkable
4,Excellent coffee
4,Jamaica Me Crazy K-Cups
4,Wolfgang Puck Keurig Cup Coffee
4,Just Right Anytime of Day!
4,"Great, smooth-tasting coffee!"
1,Either I got a bad batch or....
4,Great flavor
4,Wolfgang Puck Sumatra
3,"Not Bad! Smooth, Not Bitter, Plenty Strong But Not Too Strong."
2,"Great coffee, problematic k-cups!"
2,Didn't say anywhere it was coconut favored!
4,bought this for a friend
3,yum
3,Wish I were in Hawaii
0,Poor quality Kcups
4,Great coffee
2,A little too much bitterness & acid
4,A Good Daily Roast
4,One of the best for Puck k-cups.
4,One of my favorites!
3,Very satisfied with my purchase as always with Amazon
3,A bolder Columbian
3,I liked it
2,Just OK coffee.
4,Great Coffee
2,Jamaca me flavorful
0,Wolfgang Puck Sumatra
3,Above average K-cup coffee
4,Jamica Me Crazy
3,"Nice rich flavor, good cup of coffee"
2,"Good flavor, but bad pod quality"
1,Grounds for not ordering again
4,K CUP WOLFGANG PUCK
4,"Wolfgang Puck Coffee, Vienna Coffee House"
4,wake up to deliciousness
4,Breakfast...
4,Fave K-cup French Roast
4,Very nice taste
2,Not as sweet as other French Vanilla coffees
4,"Great Coffee, Great Price"
4,What I've Been Looking For
3,Yum  but weak
4,For true coffee lovers
4,great coffee
4,Very Good Coffee
4,Good k-cup
4,Rich and wonderful
4,Great Coffee !
1,Can't find the perfect Creme' Brûl&eacute;e Coffee!
1,"Yummy coffee, not a fan of coffee grinds though!!"
4,My Favorite Coffee
4,One of my favorite K-cups
2,OK
4,Scrumptious!
4,My New Favorite
4,Great flavored coffee
3,Decent coffee but I wasnt wowed!
0,Horrible: did something happen?
0,Misleading Flavor Name
4,yummy
0,Cups Can Be Defective
4,love the dark rich flavor
3,Very good cup of coffee
4,Great Deal!
4,Best Coffee Ever!
4,High Rating!
1,Not my favorite
4,Very tasty.
1,Not much flavor to this coffee...
1,Wolf Gang's Kcup Breakfast Blend a Sleeper
4,Great brew
2,A bit of a disappointment.
3,Strong Dark Roast Coffee
0,So weak!
1,Too bitter and smoky
4,Yummo!!
3,taste
4,My new favorite kcup
1,Weak coffee - little flavor!
0,Defective
4,Better than Donut Shop!
4,Favorite K-Cup
3,"Good quality, one of my ""go to"" flavored k-cups"
4,Good medium strength coffee
0,Ew.
4,"My Favorite, so far!"
1,Just blah...
4,Delicious! Amazing for a decaf coffee.
4,Great cup of coffee
0,Never again
4,Love it!
2,It's okay but I won't buy it again.
