PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
768,28,reason to be in the theater beyond Wilde 's wit and the actors ' performances,2,"tensor(0.5109, grad_fn=<NllLossBackward>)","tensor([[-0.0184,  0.3869]], grad_fn=<AddmmBackward>)","tensor(0.7595, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1295]], grad_fn=<AddmmBackward>)"
769,28,to be in the theater beyond Wilde 's wit and the actors ' performances,2,"tensor(0.4602, grad_fn=<NllLossBackward>)","tensor([[-0.1167,  0.4204]], grad_fn=<AddmmBackward>)","tensor(0.7560, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1225]], grad_fn=<AddmmBackward>)"
770,28,be in the theater beyond Wilde 's wit and the actors ' performances,2,"tensor(0.4392, grad_fn=<NllLossBackward>)","tensor([[-0.1479,  0.4473]], grad_fn=<AddmmBackward>)","tensor(0.7544, grad_fn=<NllLossBackward>)","tensor([[-0.0038, -0.1229]], grad_fn=<AddmmBackward>)"
771,28,be in the theater,2,"tensor(0.5363, grad_fn=<NllLossBackward>)","tensor([[0.0165, 0.3595]], grad_fn=<AddmmBackward>)","tensor(0.7573, grad_fn=<NllLossBackward>)","tensor([[-0.0040, -0.1285]], grad_fn=<AddmmBackward>)"
772,28,in the theater,2,"tensor(0.4772, grad_fn=<NllLossBackward>)","tensor([[-0.0659,  0.4258]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[-1.2062e-05, -1.3402e-01]], grad_fn=<AddmmBackward>)"
773,28,the theater,2,"tensor(0.5630, grad_fn=<NllLossBackward>)","tensor([[0.0193, 0.2992]], grad_fn=<AddmmBackward>)","tensor(0.7614, grad_fn=<NllLossBackward>)","tensor([[ 0.0007, -0.1314]], grad_fn=<AddmmBackward>)"
774,28,theater,3,"tensor(0.5441, grad_fn=<NllLossBackward>)","tensor([[0.0015, 0.3257]], grad_fn=<AddmmBackward>)","tensor(0.7587, grad_fn=<NllLossBackward>)","tensor([[-0.0030, -0.1301]], grad_fn=<AddmmBackward>)"
775,28,beyond Wilde 's wit and the actors ' performances,2,"tensor(0.4894, grad_fn=<NllLossBackward>)","tensor([[-0.0282,  0.4316]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[ 0.0028, -0.1250]], grad_fn=<AddmmBackward>)"
776,28,beyond,2,"tensor(0.5509, grad_fn=<NllLossBackward>)","tensor([[0.0115, 0.3196]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[ 4.6406e-05, -1.3119e-01]], grad_fn=<AddmmBackward>)"
777,28,Wilde 's wit and the actors ' performances,2,"tensor(0.5022, grad_fn=<NllLossBackward>)","tensor([[-0.0702,  0.3570]], grad_fn=<AddmmBackward>)","tensor(0.7607, grad_fn=<NllLossBackward>)","tensor([[ 0.0030, -0.1278]], grad_fn=<AddmmBackward>)"
778,28,Wilde 's wit and,3,"tensor(0.4681, grad_fn=<NllLossBackward>)","tensor([[-0.1077,  0.4081]], grad_fn=<AddmmBackward>)","tensor(0.7565, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1256]], grad_fn=<AddmmBackward>)"
779,28,Wilde 's wit,2,"tensor(0.5033, grad_fn=<NllLossBackward>)","tensor([[0.0104, 0.4347]], grad_fn=<AddmmBackward>)","tensor(0.7560, grad_fn=<NllLossBackward>)","tensor([[-0.0032, -0.1252]], grad_fn=<AddmmBackward>)"
780,28,Wilde 's,2,"tensor(0.5201, grad_fn=<NllLossBackward>)","tensor([[0.0327, 0.4152]], grad_fn=<AddmmBackward>)","tensor(0.7607, grad_fn=<NllLossBackward>)","tensor([[-0.0013, -0.1321]], grad_fn=<AddmmBackward>)"
781,28,Wilde,2,"tensor(0.5814, grad_fn=<NllLossBackward>)","tensor([[0.0347, 0.2723]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[-0.0012, -0.1379]], grad_fn=<AddmmBackward>)"
782,28,the actors ' performances,2,"tensor(0.5041, grad_fn=<NllLossBackward>)","tensor([[-0.0621,  0.3602]], grad_fn=<AddmmBackward>)","tensor(0.7576, grad_fn=<NllLossBackward>)","tensor([[-0.0057, -0.1307]], grad_fn=<AddmmBackward>)"
783,28,the actors ',2,"tensor(0.5127, grad_fn=<NllLossBackward>)","tensor([[-0.0547,  0.3461]], grad_fn=<AddmmBackward>)","tensor(0.7558, grad_fn=<NllLossBackward>)","tensor([[-0.0048, -0.1265]], grad_fn=<AddmmBackward>)"
784,28,actors ',2,"tensor(0.4697, grad_fn=<NllLossBackward>)","tensor([[-0.0922,  0.4194]], grad_fn=<AddmmBackward>)","tensor(0.7600, grad_fn=<NllLossBackward>)","tensor([[ 0.0002, -0.1294]], grad_fn=<AddmmBackward>)"
785,28,actors,2,"tensor(0.4829, grad_fn=<NllLossBackward>)","tensor([[-0.0346,  0.4420]], grad_fn=<AddmmBackward>)","tensor(0.7664, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1377]], grad_fn=<AddmmBackward>)"
786,28,',2,"tensor(0.4970, grad_fn=<NllLossBackward>)","tensor([[-0.1036,  0.3370]], grad_fn=<AddmmBackward>)","tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1312]], grad_fn=<AddmmBackward>)"
787,29,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1,"tensor(0.4945, grad_fn=<NllLossBackward>)","tensor([[-0.0711,  0.3758]], grad_fn=<AddmmBackward>)","tensor(0.7589, grad_fn=<NllLossBackward>)","tensor([[-0.0085, -0.1360]], grad_fn=<AddmmBackward>)"
788,29,The latest,2,"tensor(0.5764, grad_fn=<NllLossBackward>)","tensor([[0.0698, 0.3187]], grad_fn=<AddmmBackward>)","tensor(0.7623, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1347]], grad_fn=<AddmmBackward>)"
789,29,latest,2,"tensor(0.4797, grad_fn=<NllLossBackward>)","tensor([[-0.0577,  0.4275]], grad_fn=<AddmmBackward>)","tensor(0.7606, grad_fn=<NllLossBackward>)","tensor([[-0.0004, -0.1312]], grad_fn=<AddmmBackward>)"
790,29,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,2,"tensor(0.5255, grad_fn=<NllLossBackward>)","tensor([[-0.0141,  0.3552]], grad_fn=<AddmmBackward>)","tensor(0.7547, grad_fn=<NllLossBackward>)","tensor([[-0.0103, -0.1297]], grad_fn=<AddmmBackward>)"
791,29,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen,1,"tensor(0.5274, grad_fn=<NllLossBackward>)","tensor([[0.0193, 0.3838]], grad_fn=<AddmmBackward>)","tensor(0.7541, grad_fn=<NllLossBackward>)","tensor([[-0.0125, -0.1310]], grad_fn=<AddmmBackward>)"
792,29,vapid actor 's exercise,1,"tensor(0.5056, grad_fn=<NllLossBackward>)","tensor([[0.0110, 0.4297]], grad_fn=<AddmmBackward>)","tensor(0.7637, grad_fn=<NllLossBackward>)","tensor([[-0.0056, -0.1420]], grad_fn=<AddmmBackward>)"
793,29,vapid,1,"tensor(0.5581, grad_fn=<NllLossBackward>)","tensor([[0.0372, 0.3285]], grad_fn=<AddmmBackward>)","tensor(0.7621, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1324]], grad_fn=<AddmmBackward>)"
794,29,actor 's exercise,2,"tensor(0.4856, grad_fn=<NllLossBackward>)","tensor([[-0.0254,  0.4443]], grad_fn=<AddmmBackward>)","tensor(0.7599, grad_fn=<NllLossBackward>)","tensor([[-0.0092, -0.1385]], grad_fn=<AddmmBackward>)"
795,29,actor 's,2,"tensor(0.4957, grad_fn=<NllLossBackward>)","tensor([[-0.0227,  0.4211]], grad_fn=<AddmmBackward>)","tensor(0.7550, grad_fn=<NllLossBackward>)","tensor([[-0.0064, -0.1264]], grad_fn=<AddmmBackward>)"
796,29,actor,2,"tensor(0.4823, grad_fn=<NllLossBackward>)","tensor([[-0.0303,  0.4481]], grad_fn=<AddmmBackward>)","tensor(0.7588, grad_fn=<NllLossBackward>)","tensor([[-0.0071, -0.1344]], grad_fn=<AddmmBackward>)"
797,29,exercise,2,"tensor(0.4959, grad_fn=<NllLossBackward>)","tensor([[-0.0182,  0.4250]], grad_fn=<AddmmBackward>)","tensor(0.7625, grad_fn=<NllLossBackward>)","tensor([[-0.0010, -0.1352]], grad_fn=<AddmmBackward>)"
798,29,to appropriate the structure of Arthur Schnitzler 's Reigen,2,"tensor(0.4462, grad_fn=<NllLossBackward>)","tensor([[-0.1408,  0.4347]], grad_fn=<AddmmBackward>)","tensor(0.7568, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1322]], grad_fn=<AddmmBackward>)"
799,29,appropriate the structure of Arthur Schnitzler 's Reigen,2,"tensor(0.4421, grad_fn=<NllLossBackward>)","tensor([[-0.1055,  0.4816]], grad_fn=<AddmmBackward>)","tensor(0.7533, grad_fn=<NllLossBackward>)","tensor([[-0.0147, -0.1316]], grad_fn=<AddmmBackward>)"
800,29,appropriate the structure,2,"tensor(0.4724, grad_fn=<NllLossBackward>)","tensor([[-0.0572,  0.4474]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[-0.0030, -0.1347]], grad_fn=<AddmmBackward>)"
801,29,appropriate,3,"tensor(0.5538, grad_fn=<NllLossBackward>)","tensor([[0.0229, 0.3242]], grad_fn=<AddmmBackward>)","tensor(0.7595, grad_fn=<NllLossBackward>)","tensor([[-0.0021, -0.1307]], grad_fn=<AddmmBackward>)"
802,29,the structure,2,"tensor(0.5922, grad_fn=<NllLossBackward>)","tensor([[0.0551, 0.2683]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[-0.0044, -0.1357]], grad_fn=<AddmmBackward>)"
803,29,structure,2,"tensor(0.5251, grad_fn=<NllLossBackward>)","tensor([[-0.0089,  0.3613]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0033, -0.1358]], grad_fn=<AddmmBackward>)"
804,29,of Arthur Schnitzler 's Reigen,2,"tensor(0.4345, grad_fn=<NllLossBackward>)","tensor([[-0.1631,  0.4455]], grad_fn=<AddmmBackward>)","tensor(0.7567, grad_fn=<NllLossBackward>)","tensor([[-0.0079, -0.1312]], grad_fn=<AddmmBackward>)"
805,29,Arthur Schnitzler 's Reigen,3,"tensor(0.4351, grad_fn=<NllLossBackward>)","tensor([[-0.1512,  0.4557]], grad_fn=<AddmmBackward>)","tensor(0.7571, grad_fn=<NllLossBackward>)","tensor([[-0.0115, -0.1355]], grad_fn=<AddmmBackward>)"
806,29,Arthur Schnitzler 's,2,"tensor(0.4918, grad_fn=<NllLossBackward>)","tensor([[-0.0525,  0.4012]], grad_fn=<AddmmBackward>)","tensor(0.7594, grad_fn=<NllLossBackward>)","tensor([[-0.0080, -0.1363]], grad_fn=<AddmmBackward>)"
807,29,Arthur,2,"tensor(0.5046, grad_fn=<NllLossBackward>)","tensor([[-0.0307,  0.3906]], grad_fn=<AddmmBackward>)","tensor(0.7586, grad_fn=<NllLossBackward>)","tensor([[-0.0059, -0.1328]], grad_fn=<AddmmBackward>)"
808,29,Schnitzler 's,2,"tensor(0.4701, grad_fn=<NllLossBackward>)","tensor([[-0.1010,  0.4096]], grad_fn=<AddmmBackward>)","tensor(0.7601, grad_fn=<NllLossBackward>)","tensor([[-0.0045, -0.1342]], grad_fn=<AddmmBackward>)"
809,29,Schnitzler,2,"tensor(0.4501, grad_fn=<NllLossBackward>)","tensor([[-0.1328,  0.4321]], grad_fn=<AddmmBackward>)","tensor(0.7626, grad_fn=<NllLossBackward>)","tensor([[-0.0060, -0.1404]], grad_fn=<AddmmBackward>)"
810,29,Reigen,2,"tensor(0.4474, grad_fn=<NllLossBackward>)","tensor([[-0.1053,  0.4670]], grad_fn=<AddmmBackward>)","tensor(0.7630, grad_fn=<NllLossBackward>)","tensor([[-0.0028, -0.1380]], grad_fn=<AddmmBackward>)"
811,30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",2,"tensor(0.4760, grad_fn=<NllLossBackward>)","tensor([[-0.1323,  0.3626]], grad_fn=<AddmmBackward>)","tensor(0.7582, grad_fn=<NllLossBackward>)","tensor([[-0.0032, -0.1293]], grad_fn=<AddmmBackward>)"
812,30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet",3,"tensor(0.4519, grad_fn=<NllLossBackward>)","tensor([[-0.1703,  0.3896]], grad_fn=<AddmmBackward>)","tensor(0.7586, grad_fn=<NllLossBackward>)","tensor([[-0.0031, -0.1299]], grad_fn=<AddmmBackward>)"
813,30,"More vaudeville show than well-constructed narrative , but",2,"tensor(0.4596, grad_fn=<NllLossBackward>)","tensor([[-0.1248,  0.4139]], grad_fn=<AddmmBackward>)","tensor(0.7601, grad_fn=<NllLossBackward>)","tensor([[-0.0013, -0.1311]], grad_fn=<AddmmBackward>)"
814,30,"More vaudeville show than well-constructed narrative ,",1,"tensor(0.4539, grad_fn=<NllLossBackward>)","tensor([[-0.1287,  0.4256]], grad_fn=<AddmmBackward>)","tensor(0.7617, grad_fn=<NllLossBackward>)","tensor([[-0.0003, -0.1330]], grad_fn=<AddmmBackward>)"
815,30,More vaudeville show than well-constructed narrative,1,"tensor(0.4530, grad_fn=<NllLossBackward>)","tensor([[-0.1034,  0.4533]], grad_fn=<AddmmBackward>)","tensor(0.7619, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1338]], grad_fn=<AddmmBackward>)"
816,30,More vaudeville,2,"tensor(0.5427, grad_fn=<NllLossBackward>)","tensor([[0.0141, 0.3417]], grad_fn=<AddmmBackward>)","tensor(0.7583, grad_fn=<NllLossBackward>)","tensor([[-0.0092, -0.1354]], grad_fn=<AddmmBackward>)"
817,30,vaudeville,2,"tensor(0.5836, grad_fn=<NllLossBackward>)","tensor([[0.0276, 0.2601]], grad_fn=<AddmmBackward>)","tensor(0.7545, grad_fn=<NllLossBackward>)","tensor([[-0.0137, -0.1330]], grad_fn=<AddmmBackward>)"
818,30,show than well-constructed narrative,3,"tensor(0.4676, grad_fn=<NllLossBackward>)","tensor([[-0.0967,  0.4204]], grad_fn=<AddmmBackward>)","tensor(0.7694, grad_fn=<NllLossBackward>)","tensor([[ 0.0042, -0.1428]], grad_fn=<AddmmBackward>)"
819,30,show,2,"tensor(0.5327, grad_fn=<NllLossBackward>)","tensor([[0.0118, 0.3634]], grad_fn=<AddmmBackward>)","tensor(0.7547, grad_fn=<NllLossBackward>)","tensor([[-0.0004, -0.1200]], grad_fn=<AddmmBackward>)"
820,30,than well-constructed narrative,3,"tensor(0.4581, grad_fn=<NllLossBackward>)","tensor([[-0.0962,  0.4466]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[-0.0041, -0.1382]], grad_fn=<AddmmBackward>)"
821,30,than,2,"tensor(0.5795, grad_fn=<NllLossBackward>)","tensor([[0.0457, 0.2877]], grad_fn=<AddmmBackward>)","tensor(0.7558, grad_fn=<NllLossBackward>)","tensor([[-0.0077, -0.1293]], grad_fn=<AddmmBackward>)"
822,30,well-constructed narrative,4,"tensor(0.4498, grad_fn=<NllLossBackward>)","tensor([[-0.1225,  0.4432]], grad_fn=<AddmmBackward>)","tensor(0.7614, grad_fn=<NllLossBackward>)","tensor([[-7.9542e-05, -1.3229e-01]], grad_fn=<AddmmBackward>)"
823,30,well-constructed,3,"tensor(0.4681, grad_fn=<NllLossBackward>)","tensor([[-0.1432,  0.3728]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1324]], grad_fn=<AddmmBackward>)"
824,30,narrative,2,"tensor(0.5223, grad_fn=<NllLossBackward>)","tensor([[-0.0146,  0.3624]], grad_fn=<AddmmBackward>)","tensor(0.7648, grad_fn=<NllLossBackward>)","tensor([[-0.0025, -0.1409]], grad_fn=<AddmmBackward>)"
825,30,on those terms it 's inoffensive and actually rather sweet,3,"tensor(0.4963, grad_fn=<NllLossBackward>)","tensor([[-0.0323,  0.4098]], grad_fn=<AddmmBackward>)","tensor(0.7579, grad_fn=<NllLossBackward>)","tensor([[-0.0051, -0.1306]], grad_fn=<AddmmBackward>)"
826,30,on those terms,2,"tensor(0.5491, grad_fn=<NllLossBackward>)","tensor([[0.0409, 0.3532]], grad_fn=<AddmmBackward>)","tensor(0.7559, grad_fn=<NllLossBackward>)","tensor([[-0.0055, -0.1273]], grad_fn=<AddmmBackward>)"
827,30,on,2,"tensor(0.5897, grad_fn=<NllLossBackward>)","tensor([[0.0384, 0.2572]], grad_fn=<AddmmBackward>)","tensor(0.7618, grad_fn=<NllLossBackward>)","tensor([[ 0.0059, -0.1270]], grad_fn=<AddmmBackward>)"
828,30,those terms,2,"tensor(0.6194, grad_fn=<NllLossBackward>)","tensor([[0.1281, 0.2815]], grad_fn=<AddmmBackward>)","tensor(0.7540, grad_fn=<NllLossBackward>)","tensor([[-0.0114, -0.1295]], grad_fn=<AddmmBackward>)"
829,30,those,2,"tensor(0.6086, grad_fn=<NllLossBackward>)","tensor([[0.1015, 0.2785]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0065, -0.1342]], grad_fn=<AddmmBackward>)"
830,30,terms,2,"tensor(0.5319, grad_fn=<NllLossBackward>)","tensor([[-0.0243,  0.3293]], grad_fn=<AddmmBackward>)","tensor(0.7573, grad_fn=<NllLossBackward>)","tensor([[-0.0078, -0.1323]], grad_fn=<AddmmBackward>)"
831,30,it 's inoffensive and actually rather sweet,3,"tensor(0.4769, grad_fn=<NllLossBackward>)","tensor([[-0.0742,  0.4183]], grad_fn=<AddmmBackward>)","tensor(0.7614, grad_fn=<NllLossBackward>)","tensor([[ 2.7731e-05, -1.3218e-01]], grad_fn=<AddmmBackward>)"
832,30,'s inoffensive and actually rather sweet,3,"tensor(0.4542, grad_fn=<NllLossBackward>)","tensor([[-0.1041,  0.4494]], grad_fn=<AddmmBackward>)","tensor(0.7645, grad_fn=<NllLossBackward>)","tensor([[ 0.0003, -0.1377]], grad_fn=<AddmmBackward>)"
833,30,inoffensive and actually rather sweet,3,"tensor(0.4972, grad_fn=<NllLossBackward>)","tensor([[-0.0765,  0.3634]], grad_fn=<AddmmBackward>)","tensor(0.7650, grad_fn=<NllLossBackward>)","tensor([[ 7.6510e-05, -1.3883e-01]], grad_fn=<AddmmBackward>)"
834,30,inoffensive and actually,2,"tensor(0.5086, grad_fn=<NllLossBackward>)","tensor([[-0.0452,  0.3657]], grad_fn=<AddmmBackward>)","tensor(0.7659, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.1374]], grad_fn=<AddmmBackward>)"
835,30,inoffensive and,2,"tensor(0.4465, grad_fn=<NllLossBackward>)","tensor([[-0.1445,  0.4303]], grad_fn=<AddmmBackward>)","tensor(0.7658, grad_fn=<NllLossBackward>)","tensor([[ 0.0047, -0.1357]], grad_fn=<AddmmBackward>)"
836,30,inoffensive,1,"tensor(0.5322, grad_fn=<NllLossBackward>)","tensor([[0.0041, 0.3570]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[ 0.0016, -0.1325]], grad_fn=<AddmmBackward>)"
837,30,actually,2,"tensor(0.6441, grad_fn=<NllLossBackward>)","tensor([[0.1363, 0.2370]], grad_fn=<AddmmBackward>)","tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[-0.0045, -0.1311]], grad_fn=<AddmmBackward>)"
838,30,rather sweet,3,"tensor(0.5546, grad_fn=<NllLossBackward>)","tensor([[0.0191, 0.3186]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[ 0.0026, -0.1313]], grad_fn=<AddmmBackward>)"
839,30,rather,2,"tensor(0.5419, grad_fn=<NllLossBackward>)","tensor([[-0.0220,  0.3075]], grad_fn=<AddmmBackward>)","tensor(0.7576, grad_fn=<NllLossBackward>)","tensor([[-0.0053, -0.1303]], grad_fn=<AddmmBackward>)"
840,31,Nothing more than a run-of-the-mill action flick .,2,"tensor(0.4780, grad_fn=<NllLossBackward>)","tensor([[-0.0095,  0.4801]], grad_fn=<AddmmBackward>)","tensor(0.7642, grad_fn=<NllLossBackward>)","tensor([[ 0.0003, -0.1372]], grad_fn=<AddmmBackward>)"
841,31,more than a run-of-the-mill action flick .,2,"tensor(0.4791, grad_fn=<NllLossBackward>)","tensor([[-0.0239,  0.4628]], grad_fn=<AddmmBackward>)","tensor(0.7671, grad_fn=<NllLossBackward>)","tensor([[ 0.0057, -0.1371]], grad_fn=<AddmmBackward>)"
842,31,more than a run-of-the-mill action,3,"tensor(0.5397, grad_fn=<NllLossBackward>)","tensor([[0.0395, 0.3743]], grad_fn=<AddmmBackward>)","tensor(0.7705, grad_fn=<NllLossBackward>)","tensor([[ 0.0094, -0.1397]], grad_fn=<AddmmBackward>)"
843,31,than a run-of-the-mill action,2,"tensor(0.5051, grad_fn=<NllLossBackward>)","tensor([[-0.0053,  0.4147]], grad_fn=<AddmmBackward>)","tensor(0.7665, grad_fn=<NllLossBackward>)","tensor([[ 0.0028, -0.1389]], grad_fn=<AddmmBackward>)"
844,31,a run-of-the-mill action,2,"tensor(0.5143, grad_fn=<NllLossBackward>)","tensor([[-0.0193,  0.3775]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[ 0.0008, -0.1338]], grad_fn=<AddmmBackward>)"
845,31,run-of-the-mill action,1,"tensor(0.4949, grad_fn=<NllLossBackward>)","tensor([[-0.0274,  0.4184]], grad_fn=<AddmmBackward>)","tensor(0.7644, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1372]], grad_fn=<AddmmBackward>)"
846,31,run-of-the-mill,1,"tensor(0.4813, grad_fn=<NllLossBackward>)","tensor([[-0.0068,  0.4741]], grad_fn=<AddmmBackward>)","tensor(0.7627, grad_fn=<NllLossBackward>)","tensor([[-0.0057, -0.1403]], grad_fn=<AddmmBackward>)"
847,31,action,2,"tensor(0.5764, grad_fn=<NllLossBackward>)","tensor([[0.0348, 0.2837]], grad_fn=<AddmmBackward>)","tensor(0.7605, grad_fn=<NllLossBackward>)","tensor([[-0.0004, -0.1309]], grad_fn=<AddmmBackward>)"
848,31,flick .,2,"tensor(0.4811, grad_fn=<NllLossBackward>)","tensor([[-0.0452,  0.4362]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[ 0.0016, -0.1298]], grad_fn=<AddmmBackward>)"
849,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,"tensor(0.5054, grad_fn=<NllLossBackward>)","tensor([[-0.0092,  0.4099]], grad_fn=<AddmmBackward>)","tensor(0.7618, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.1297]], grad_fn=<AddmmBackward>)"
850,32,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire",1,"tensor(0.5114, grad_fn=<NllLossBackward>)","tensor([[-0.0167,  0.3873]], grad_fn=<AddmmBackward>)","tensor(0.7620, grad_fn=<NllLossBackward>)","tensor([[ 0.0042, -0.1291]], grad_fn=<AddmmBackward>)"
851,32,"Hampered -- no , paralyzed -- by a self-indulgent script ...",1,"tensor(0.4705, grad_fn=<NllLossBackward>)","tensor([[-0.1007,  0.4088]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[ 0.0047, -0.1269]], grad_fn=<AddmmBackward>)"
852,32,"Hampered -- no , paralyzed -- by a self-indulgent script",1,"tensor(0.5205, grad_fn=<NllLossBackward>)","tensor([[-0.0091,  0.3724]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[ 0.0031, -0.1293]], grad_fn=<AddmmBackward>)"
853,32,"Hampered -- no , paralyzed --",2,"tensor(0.4734, grad_fn=<NllLossBackward>)","tensor([[-0.0780,  0.4236]], grad_fn=<AddmmBackward>)","tensor(0.7624, grad_fn=<NllLossBackward>)","tensor([[ 0.0066, -0.1273]], grad_fn=<AddmmBackward>)"
854,32,Hampered,2,"tensor(0.4996, grad_fn=<NllLossBackward>)","tensor([[-0.0790,  0.3548]], grad_fn=<AddmmBackward>)","tensor(0.7626, grad_fn=<NllLossBackward>)","tensor([[ 0.0018, -0.1326]], grad_fn=<AddmmBackward>)"
855,32,"-- no , paralyzed --",2,"tensor(0.4822, grad_fn=<NllLossBackward>)","tensor([[-0.0650,  0.4135]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[ 0.0045, -0.1280]], grad_fn=<AddmmBackward>)"
856,32,"no , paralyzed --",2,"tensor(0.4677, grad_fn=<NllLossBackward>)","tensor([[-0.0676,  0.4495]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[ 0.0012, -0.1306]], grad_fn=<AddmmBackward>)"
857,32,"no , paralyzed",1,"tensor(0.4291, grad_fn=<NllLossBackward>)","tensor([[-0.1287,  0.4951]], grad_fn=<AddmmBackward>)","tensor(0.7617, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1334]], grad_fn=<AddmmBackward>)"
858,32,no,1,"tensor(0.4427, grad_fn=<NllLossBackward>)","tensor([[-0.0876,  0.4977]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1320]], grad_fn=<AddmmBackward>)"
859,32,", paralyzed",1,"tensor(0.4300, grad_fn=<NllLossBackward>)","tensor([[-0.1580,  0.4632]], grad_fn=<AddmmBackward>)","tensor(0.7536, grad_fn=<NllLossBackward>)","tensor([[-0.0078, -0.1252]], grad_fn=<AddmmBackward>)"
860,32,paralyzed,2,"tensor(0.4650, grad_fn=<NllLossBackward>)","tensor([[-0.0604,  0.4638]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1347]], grad_fn=<AddmmBackward>)"
861,32,by a self-indulgent script,1,"tensor(0.5238, grad_fn=<NllLossBackward>)","tensor([[0.0238, 0.3973]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[-0.0025, -0.1337]], grad_fn=<AddmmBackward>)"
862,32,a self-indulgent script,0,"tensor(0.5398, grad_fn=<NllLossBackward>)","tensor([[0.0095, 0.3440]], grad_fn=<AddmmBackward>)","tensor(0.7644, grad_fn=<NllLossBackward>)","tensor([[ 0.0010, -0.1368]], grad_fn=<AddmmBackward>)"
863,32,self-indulgent script,2,"tensor(0.5206, grad_fn=<NllLossBackward>)","tensor([[-0.0052,  0.3759]], grad_fn=<AddmmBackward>)","tensor(0.7686, grad_fn=<NllLossBackward>)","tensor([[ 0.0006, -0.1449]], grad_fn=<AddmmBackward>)"
864,32,self-indulgent,1,"tensor(0.4856, grad_fn=<NllLossBackward>)","tensor([[-0.0702,  0.3996]], grad_fn=<AddmmBackward>)","tensor(0.7691, grad_fn=<NllLossBackward>)","tensor([[ 0.0030, -0.1436]], grad_fn=<AddmmBackward>)"
865,32,script,2,"tensor(0.5385, grad_fn=<NllLossBackward>)","tensor([[0.0268, 0.3644]], grad_fn=<AddmmBackward>)","tensor(0.7594, grad_fn=<NllLossBackward>)","tensor([[-0.0014, -0.1297]], grad_fn=<AddmmBackward>)"
